business_id,address,city,state,postal_code,name,review_count,stars,type,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,WheelchairAccessible,Caters,GoodForKids,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTakeOut,RestaurantsTableService,BusinessParkingTypes,RestaurantsPriceRange,Ambience_Offered,Alcohol,WiFi,Music_Offered,Categories_Offered,Categories_NightLife,Categories_Bars,Categories_AmericanTraditional,Categories_FastFood,Categories_Pizza,Categories_Sandwiches,Categories_Coffee&Tea,Categories_Italian
K5MVCy1gPnExQPEKnCnh8A,4455 Paradise Rd,Las Vegas,NV,89109,Tuesday Blend,9,4.0,business,1,0,1,0,0,0,1,1,0,1,0,0,0,0, 2,0,2,0,1,4,0,0,0,0,0,0,0,1
-1vfRrlnNnNJ5boOVghMPA,"6630 N Durango Dr, Ste 180",Las Vegas,NV,89149,Red Ginseng Narita Sushi & BBQ,76,3.0,business,1,0,1,0,0,1,1,0,0,1,1,1,1,1, 2,1,1,0,0,3,0,0,0,0,0,0,0,0
sqWrGiCjR9wwVPc3Ja00oQ,607 W Craig Rd,North Las Vegas,NV,89032,Carl's Jr.,4,3.5,business,0,0,1,1,0,1,0,1,0,1,0,1,0,1, 2,0,0,0,0,2,0,0,0,0,1,0,0,0
uB9i7cEBW4KTOH8PqAEabw,4605 Paradise Rd,Las Vegas,NV,89109,Gipsy,15,3.0,business,0,0,0,1,0,0,0,0,0,0,0,0,0,2, 1,0,2,0,2,4,0,0,0,0,0,0,1,1
EOgc0bpKoQHTmbXi203XAw,"Mandalay Bay Resort & Casino, 3930 Las Vegas Blvd S, Ste 200B",Las Vegas,NV,89136,Ivan Kane's Forty Deuce Burlesque Nightclub,42,3.0,business,0,0,1,1,0,0,0,0,0,1,0,0,0,1, 3,0,2,0,2,4,0,0,0,0,0,0,1,1
MgOxeq9mOzQ7eL5mu17Pgg,4740 Arville St.,Las Vegas,NV,89136,Seamless Club,25,3.0,business,0,0,1,1,0,0,0,0,0,1,0,0,0,0, 3,0,2,0,1,2,0,0,0,0,0,0,0,1
m-xsH8VkcYtTTvp2Fa6Ajw,11020 Lavender Hills Dr,Las Vegas,NV,89135,Pancho's,398,3.0,business,1,0,1,1,1,1,1,0,0,1,1,1,1,1, 2,1,2,2,0,2,0,0,0,0,0,0,0,0
qFZ7ReYNpjHuvSxOqXqHMg,"8795 W Warm Springs Rd, Ste 106",Las Vegas,NV,89148,Sumo Sushi 2,299,3.5,business,1,0,1,1,0,1,1,1,0,1,1,1,1,1, 2,1,1,0,0,2,0,0,0,0,0,0,0,0
js1mMgFD4DEC5tGzpp6APw,10604 S Eastern Ave,Henderson,NV,89052,Starbucks,41,3.0,business,1,0,1,0,0,0,0,1,0,0,0,1,0,1, 2,0,0,2,0,2,0,1,0,0,0,0,0,0
L877pDtfa3FyN0fcNeCdlA,"10271 S Eastern Ave, Ste 101",Henderson,NV,89052,Five Guys Burgers and Fries,215,3.5,business,1,0,1,0,0,1,0,0,0,1,0,1,0,1, 1,1,0,0,0,4,0,0,0,0,1,0,0,0
bNpgu9sr3K18oLLw-eL75A,10920 S Eastern Ave,Henderson,NV,89052,Osaka Japanese Bistro,185,3.5,business,1,0,1,1,1,1,1,0,0,1,1,1,1,1, 2,1,2,0,0,3,0,0,0,0,0,0,0,0
yrdEtp8Z-4QxbiOpPmXYpg,10720 S Eastern Ave,Henderson,NV,89052,Sushi Club,4,4.0,business,0,0,1,1,0,1,0,0,0,1,1,1,1,0, 2,0,0,0,0,4,0,0,0,0,0,0,0,0
46UHF46E1z-W2dOmhv-Fng,739 S Rainbow Blvd,Las Vegas,NV,89145,PT's,25,3.0,business,0,0,1,0,0,0,1,0,0,1,0,1,0,0, 1,1,2,2,0,6,0,0,0,0,0,0,1,1
X2qnigcKuTWL7x9fS2ZUdw,"JW Marriott Las Vegas Resort & Spa, 221 N Rampart Blvd",Las Vegas,NV,89145,221 Wine Bar,10,4.0,business,0,0,1,0,0,0,1,0,0,0,0,0,1,0, 2,0,2,0,0,2,0,0,0,0,0,0,0,0
x-JRWPf9afs870LAtUwmlg,"4210 W Craig Rd, Ste 100",North Las Vegas,NV,89032,Tokyo Sushi House II,58,2.5,business,0,0,1,0,0,1,1,0,0,1,1,1,1,0, 2,0,1,0,0,3,0,0,0,0,0,0,0,0
Osm0YPVpL1Y3ZrK57o2bjg,3645 Losee Rd,North Las Vegas,NV,89030,Bourbon Street Sports Bar,7,2.5,business,1,0,1,0,0,0,1,0,0,1,0,1,0,0, 1,0,0,0,0,8,0,0,0,0,0,0,1,1
q67wozoTZSPb6DHjglpybw,5285 Dean Martin Dr,Las Vegas,NV,89136,Rox,3,2.5,business,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
sTZla2pB_nYR0Vg1nBj4Mg,6370 W Flamingo Rd,Las Vegas,NV,89103,Caspian Persian Cuisine,25,3.5,business,1,0,1,0,1,1,1,0,0,1,1,1,1,0, 2,0,1,0,0,6,0,0,0,0,0,0,0,0
3s2eRCfFXOw13MkV7GElkg,"Aliante Casino & Hotel, 7300 Aliante Parkway",North Las Vegas,NV,89084,Pips Cucina & Wine Bar,6,4.0,business,0,0,1,1,0,1,0,0,0,1,1,0,1,2, 2,0,2,0,0,4,0,0,0,0,0,0,1,1
NFaA4MmgnS0u0uWCGGSHMA,10510 South Eastern Avenue,Henderson,NV,89052,KFC,19,2.0,business,0,0,1,0,1,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,3,0,0,0,0,1,0,0,0
d3zW_b-JWlxMneNn7K9xew,7570 Norman Rockwell Ln,Las Vegas,NV,89131,Streets of New York,192,3.0,business,1,0,1,1,1,1,1,1,1,1,1,1,1,1, 2,1,1,2,0,4,1,0,1,1,0,0,0,0
Q8bVGabFAYCHA9gi2q2YUA,3019 St Rose Pkwy,Henderson,NV,89052,Jason's Deli,8,2.5,business,0,0,1,1,0,1,0,0,0,1,0,1,0,1, 2,0,0,0,0,2,0,0,0,0,0,0,0,0
R7wU_CVAZtPwfim8vHL51w,3000 Paradise Rd,Las Vegas,NV,89109,The International Bar,3,3.0,business,0,0,1,0,0,0,1,0,0,1,0,0,0,0, 2,0,2,0,0,3,0,0,0,0,0,0,1,1
txeee1LquHOaroqXodi4UQ,1155 E Twain Ave,Las Vegas,NV,89169,Little Caesars Pizza,3,2.5,business,1,0,1,0,1,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,2,0,0,0,1,0,0,0,0
HjnQcjcw-e_SMk0ZyszTug,3050 E Desert Inn Rd,Las Vegas,NV,89121,El Guanaco Restaurant,6,4.5,business,1,0,1,0,0,1,1,0,0,1,0,1,0,0, 2,0,1,0,0,2,0,0,0,0,0,0,0,0
TKZ-6ejNjM_PdKdM4n5bDw,347 N Nellis Blvd,Las Vegas,NV,89110,PT's,25,3.0,business,1,0,1,0,0,0,1,0,0,1,0,0,0,0, 1,0,2,0,0,6,0,0,0,0,0,0,1,1
HVrV9TffekeWZmmcNCw4hQ,"2235 E Cheyenne Ave, Ste 200",North Las Vegas,NV,89030,Cicis,29,3.5,business,0,0,1,1,1,1,1,0,0,1,0,1,0,1, 1,0,0,0,0,4,0,0,0,1,0,1,0,0
qMOyKuyZpFH-Lmszd3Mn-A,"Bally's Hotel, 3645 S Las Vegas Blvd",Las Vegas,NV,89136,Al Dente,11,3.0,business,0,0,1,1,0,0,0,0,0,0,0,0,1,0, 2,0,1,0,0,2,1,0,0,0,0,0,0,0
aTvmLm3YfTs_L290fEolEw,1263 E Silverado Ranch Blvd,Las Vegas,NV,89183,Zaba's Mexican Grill,47,3.0,business,1,0,1,0,1,1,0,0,0,1,0,1,0,0, 1,0,1,0,0,2,0,0,0,0,0,0,0,0
V-M3ofC2sdpYQpuvkc54Sg,15 Via Bel Canto,Henderson,NV,89011,Essence and Herbs,72,4.0,business,1,0,1,1,1,1,1,1,0,1,1,1,1,0, 2,1,1,0,0,11,0,0,0,0,0,0,1,1
wcXqGgZDlnyEyEmtEZ8-zw,8450 Westcliff Dr,Las Vegas,NV,89145,Big Burgers & Pizza,5,3.5,business,0,0,1,0,0,0,1,0,1,1,0,1,1,0, 1,0,2,0,0,4,0,0,0,1,0,0,0,0
1FAvxOUOGGyZoYNlAXACag,"Palazzo Hotel, 3325 S Las Vegas Blvd, Ste 200",Las Vegas,NV,89109,Dal Toro Ristorante,325,2.5,business,0,0,1,1,1,0,0,1,0,1,1,1,1,1, 2,1,2,2,0,2,1,0,0,0,0,0,0,0
d8780v952K4jQm0bcGRVTA,311 E Flamingo Rd,Las Vegas,NV,89109,Club Platinum,18,3.0,business,1,0,1,1,0,0,1,0,0,1,0,0,0,0, 1,0,2,0,1,3,0,0,0,0,0,0,1,1
EPKg3b0BK20-VKmzrP2W-A,"The Westin Las Vegas Hotel, 160 E Flamingo Rd",Las Vegas,NV,89109,Savona Bistro,48,3.5,business,0,0,1,1,0,1,0,0,0,1,1,1,1,1, 2,1,2,2,0,6,0,0,0,0,0,1,1,1
OCJjExcrJVgsV675pzMLPQ,3900 Paradise Road,Las Vegas,NV,89169,Jersey Mike's Subs,67,3.5,business,1,0,1,1,1,1,1,0,0,1,0,1,0,1, 1,1,0,0,0,4,0,0,1,0,1,0,0,0
CXxJkD62XtDrt3pRYNDspg,"Paradise Road, 4480 Paradise Rd. Suite #800",Las Vegas,NV,89169,Johnny Rockets,60,2.5,business,0,0,1,1,0,1,0,0,0,1,0,1,1,1, 2,1,0,0,0,5,0,0,1,0,1,1,0,0
8wFiWvlfOVt1zvAvsoLw2g,2500 E Desert Inn Rd,Las Vegas,NV,89169,La Bonita Taco Shop,5,3.5,business,1,0,1,1,0,1,0,0,0,1,0,1,0,1, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
KBKE7XTLLe2uUqmzuYUyHQ,"7240 W Azure Dr, Ste 145",Las Vegas,NV,89130,Verdi Restaurant & Pizzeria,35,3.0,business,1,0,1,0,1,1,0,0,1,1,1,1,1,1, 2,1,1,0,0,3,1,0,0,1,0,0,0,0
FfG8twx5K18y268Gp4dSKA,7155 S Rainbow Blvd,Las Vegas,NV,89118,Hooters,231,2.5,business,1,0,1,1,1,1,1,1,0,1,1,1,1,1, 2,1,2,2,0,6,0,0,0,0,0,1,1,1
Bo8hpmBWPWHOv6cEEF7ueg,10430 S Eastern Ave,Henderson,NV,89052,Carmine's,21,3.0,business,0,0,1,0,1,1,1,1,0,1,0,1,0,0, 2,0,1,2,0,2,1,0,0,0,0,0,0,0
VWtT4DKxQ4YVRWT88Z5SMA,"6555 S Jones Blvd, Ste 100",Las Vegas,NV,89118,Sambalatte,232,4.0,business,1,0,1,0,0,1,0,1,0,1,0,1,0,1, 1,1,0,2,0,4,0,1,0,0,0,0,0,0
LIU7IcJtD9VieoIo__wd9Q,463 S Decatur Blvd,Las Vegas,NV,89107,Thai Pan Cuisine,118,4.5,business,1,0,1,1,1,1,1,0,1,0,1,1,1,1, 1,1,0,0,0,2,0,0,0,0,0,0,0,0
QS7_BPmaBNvznOMhcVBemg,3000 Paradise Rd,Las Vegas,NV,89109,Silk Road Asian Bistro,26,3.0,business,0,0,1,0,0,1,0,0,0,1,1,1,1,0, 2,1,2,1,0,6,0,0,0,0,0,0,0,0
nK8PGLI2y--RKYNwyFhg-g,3663 Las Vegas Blvd S,Las Vegas,NV,89109,KittyBar,5,3.5,business,0,0,1,1,0,0,1,0,0,1,0,0,0,2, 2,1,2,0,1,5,0,0,0,0,0,0,1,1
z7byKEtgon1gwCP0rXilVA,"3930 Las Vegas Blvd S, Ste 101",Las Vegas,NV,89119,55 Degrees,10,4.0,business,0,0,1,1,0,0,0,0,0,0,0,0,0,1, 2,0,0,0,0,3,0,0,0,0,0,0,1,1
ytk8XVFegCSdSBXLDZutpw,"6825 W Russell Rd, Ste 115",Las Vegas,NV,89118,Bachi Kitchen,267,3.5,business,1,0,1,1,0,1,1,0,0,1,0,1,1,1, 2,1,2,0,0,9,0,0,0,0,0,0,1,1
1WD2WT0klJT7t-zL5ZmfUw,2815 E Craig Rd,North Las Vegas,NV,89030,Cracker Barrel Old Country Store,104,2.5,business,1,0,1,0,1,1,0,0,0,1,1,1,1,1, 2,1,0,0,0,5,0,0,0,0,0,1,0,0
vRltDI3WRnjBumYzRwJVAg,873 S Rainbow Blvd,Las Vegas,NV,89145,Mannie & Bo's Pizzeria Las Vegas,3,4.0,business,0,0,1,1,0,1,0,1,1,1,0,1,1,1, 1,0,2,0,0,3,1,0,0,1,0,0,0,0
pCunE3wX3W7LUQHcr17Hxw,"Hard Rock Hotel & Casino, 4455 Paradise Rd",Las Vegas,NV,89169,The Ainsworth,29,2.5,business,0,0,1,0,0,0,1,0,0,1,0,0,0,1, 2,1,2,0,4,6,0,0,0,0,0,1,1,1
XRXj8BhR7fDP-YWFTEZn0A,8969 Appellation Ave,Las Vegas,NV,89148,LV Top Shelf,31,5.0,business,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1
-iFvYhgysvjkxckCr42NRw,4505 W Sahara Ave,Las Vegas,NV,89102,Rani's World Foods,140,4.0,business,1,0,1,1,1,1,1,0,0,1,0,1,0,1, 1,1,0,2,0,7,0,0,0,0,0,0,0,0
uWAda_nV2DDnhGtRtygWsg,735 S Green Valley Pkwy,Henderson,NV,89052,Starbucks,6,4.0,business,1,0,1,0,0,0,0,1,0,0,0,1,0,0, 2,0,0,2,0,3,0,1,0,0,0,0,0,0
ZVGbouYqiY577WGCYZJbTQ,120 E Lake Mead Pkwy,Henderson,NV,89015,Panda Express,8,3.0,business,0,0,1,0,0,1,1,0,0,1,0,1,0,0, 2,0,0,0,0,3,0,0,0,0,1,0,0,0
3OC0fQKLoChZz1iWKRg3gg,"The Downtown Grand, 206 N 3rd St",Las Vegas,NV,89169,The Spread Sports Book & Deli,4,4.0,business,0,0,1,0,0,0,1,0,0,1,0,1,0,0, 1,0,1,0,0,4,0,0,0,0,0,0,0,0
68O4uYCd0YToLOLqHTBSZQ,"Flamingo Las Vegas Hotel & Casino, 3555 Las Vegas Blvd S",Las Vegas,NV,89109,Jeff Civillico: Comedy In Action,173,5.0,business,0,0,1,1,0,1,0,0,0,1,0,0,0,1, 1,1,2,0,1,5,0,0,0,0,0,0,0,1
TzpqNdtAZHXuIKf2xS0o2A,2880 S Las Vegas Blvd,Las Vegas,NV,89109,Blue Iguana Mexican Express,75,2.0,business,0,0,1,0,0,1,1,0,0,1,0,1,0,1, 1,1,1,0,0,4,0,0,0,0,1,1,0,0
H-WYHSzXPWS9Avj0W6SRpg,"Excalibur Hotel And Casino, 3850 S Las Vegas Blvd",Las Vegas,NV,89109,The Buffet at Excalibur,216,2.5,business,0,0,1,0,0,1,0,0,0,1,0,0,1,1, 2,1,2,2,0,3,0,0,0,0,0,0,0,0
AjWFFZN8KwyqJzzi0DyEsw,"Paris Las Vegas Hotel & Casino, 3655 Las Vegas Boulevard South",Las Vegas,NV,89109,BURGER BRASSERIE,548,3.5,business,0,0,1,0,0,0,1,0,0,1,1,1,1,1, 2,1,2,0,0,3,0,0,0,0,0,1,0,0
9fTDeI6mApFX52qYJ8z0mw,2840 E Tropicana Ave,Las Vegas,NV,89121,Dutch Bros. Coffee,447,4.5,business,1,0,1,0,0,0,0,1,0,0,0,1,0,1, 1,0,0,0,0,2,0,1,0,0,0,0,0,0
T3ZpXgSw7eo4cxl7Op7G7w,"4550 S Maryland Pkwy, Ste D",Las Vegas,NV,89119,El Patio Mexico,36,3.0,business,0,0,1,1,0,1,1,0,0,1,0,1,1,1, 1,0,2,2,0,2,0,0,0,0,0,0,0,0
nxzqOt8sABsgf53c4CgMqg,"Crystal-City  Ctr, 3720 Las Vegas Blvd S",Las Vegas,NV,89118,Beso,47,3.5,business,0,0,1,1,0,0,1,1,0,1,1,0,1,2, 4,1,2,0,1,6,0,0,0,0,0,0,1,1
TU2Vt9nRhVSBMVTAivy9Ug,3528 S Maryland Pkwy,Las Vegas,NV,89169,Coney Island Gourmet Hotdogs,15,3.5,business,1,0,1,0,0,1,0,0,0,1,0,1,0,1, 1,1,0,2,0,2,0,0,0,0,0,0,0,0
RPjBB_uhHQ4oxp39Jqm_HQ,11155 S Eastern Ave,Henderson,NV,89052,Capriotti's Sandwich Shop,52,3.5,business,1,0,1,1,1,1,0,1,1,0,0,1,0,1, 1,1,0,0,0,2,0,0,1,0,0,0,0,0
2PiyIWc7DQq1Xc6QsViI-Q,Monte Carlo,Las Vegas,NV,89136,Houdini's Lounge,3,2.5,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1
XKVWYoKaIR1CEoxMYMFPXw,3331 E Tropicana Ave,Las Vegas,NV,89136,Buffet Orient,3,3.0,business,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TgbzzpwFaTIXNgwwI1ih1w,11011 W Charleston Blvd,Las Vegas,NV,89135,Tides Oyster Bar,7,3.5,business,0,0,1,1,0,0,0,0,0,1,1,0,1,0, 2,0,0,0,0,2,0,0,0,0,0,0,0,0
VZpzm3HG_YXPHvY97m05qg,2300 Paseo Verde Pkwy,Henderson,NV,89052,Villa Pizza,7,2.5,business,0,0,1,0,1,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,2,0,0,0,1,0,0,0,0
hzdESAd29XmdQhTyuj1gJA,"3950 S Las Vegas Boulevard, Mandalay Bay",Las Vegas,NV,89119,Nathan's Famous,6,2.0,business,0,0,1,0,0,1,1,0,0,1,0,1,0,0, 2,0,1,0,0,2,0,0,0,0,0,0,0,0
JlIqG-00xE7ZpypSYq4uMQ,3011 W Lake Mead Blvd,North Las Vegas,NV,89032,B&B Delights Cafe and Bakery,5,4.0,business,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0
TrN8HBHBL4-Tu7cXMDoopQ,3315 E Russell Rd,Las Vegas,NV,89120,Golden Flower Chinese Cuisine,157,4.0,business,1,0,1,1,1,1,0,0,1,1,0,1,1,1, 1,1,1,0,0,2,0,0,0,0,0,0,0,0
TKcq0hOqesiDOwQb-ZwFAw,11021 S Eastern Ave,Henderson,NV,89052,Black Mountain Grill,131,3.5,business,1,0,1,1,1,1,1,1,0,1,1,1,1,1, 2,1,2,2,0,3,0,0,0,0,0,1,0,0
AgMBY5tKMaFnFA2S6Vf22A,"6965 S Rainbow Blvd, Ste 104",Las Vegas,NV,89118,Capriotti's Sandwich Shop,81,3.5,business,1,0,1,0,1,1,1,1,0,1,0,1,0,1, 1,1,0,0,0,2,0,0,1,0,0,0,0,0
cOKf37Wb1oKc9X1Q5GHxsQ,"7345 S Rainbow Blvd, Ste 130",Las Vegas,NV,89118,JinJu Chocolates,51,4.5,business,0,0,1,0,0,0,0,0,0,0,0,1,0,1, 2,0,0,0,0,5,0,1,0,0,0,0,0,0
9PIC380tmNYpIC3z5cvcNA,"5288 Spring Mountain Rd, Ste 101",Las Vegas,NV,89146,Is Sweet,326,4.0,business,1,0,1,1,0,0,0,0,0,0,0,1,0,1, 1,0,0,2,0,5,0,1,0,0,0,0,0,0
GmwpYbZBpKn6K5SuQffT6A,"3805 E Flamingo Rd, Ste 100",Las Vegas,NV,89121,Starbucks,44,3.0,business,1,0,1,0,0,0,0,1,0,0,0,1,0,0, 1,0,0,2,0,2,0,1,0,0,0,0,0,0
uhQoPguihcZTo8yp5o2ohw,9090 Alta Dr,Las Vegas,NV,89145,St. Tropez International Buffet,75,2.5,business,1,0,1,1,0,1,1,0,0,1,0,0,1,1, 2,1,0,0,0,2,0,0,0,0,0,0,0,0
FykLjv4tIq618q8F2pvTKg,3131 N Rainbow Blvd,Las Vegas,NV,89108,Krazy Buffet,139,3.0,business,1,0,1,0,0,1,0,0,0,1,0,1,1,1, 2,1,0,0,0,4,0,0,0,0,0,0,0,0
yrRzB4EZb15shCOt7axnzA,5006 S Maryland Pkwy,Las Vegas,NV,89119,Nigerian Cuisine,24,2.5,business,0,0,1,0,0,1,0,0,0,1,1,1,0,0, 2,0,0,0,0,5,0,0,0,0,0,0,0,0
q8zJESZE4ywTGS2pEQIrGQ,1520 N Eastern Ave,Las Vegas,NV,89101,La Choza,10,3.5,business,0,0,1,0,0,1,0,0,1,1,0,1,0,0, 2,0,0,0,0,2,0,0,0,0,0,0,0,0
QpHJvtmTWWoiz42bb2nTiA,,Las Vegas,NV,,Flowrider Truck,4,4.0,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
99kGGQoig4YaRi-52VtqMA,"6555 S Jones Blvd, Ste 110",Las Vegas,NV,89118,Tropical Smoothie Cafe,110,2.0,business,1,0,1,1,1,1,1,1,0,1,0,1,0,1, 1,1,0,2,0,4,0,0,1,0,0,0,0,0
aQ222ydz_GSRZV66xNt4kQ,"8480 W Desert Inn Rd, Ste F1",Las Vegas,NV,89117,Sen of Japan,396,4.5,business,1,0,1,1,0,1,1,0,0,1,1,1,1,1, 2,1,1,0,0,3,0,0,0,0,0,0,0,0
WBlYp-nmLiBLp7VjP1FJFg,"4300 E Sunset Rd, Unit C",Henderson,NV,89014,The Original Las Vegas Buffet,77,2.0,business,1,0,1,0,1,1,0,0,0,1,1,0,0,1, 1,1,0,0,0,4,0,0,0,0,0,0,0,0
g6l78EOVGYzMmnTSGj8TcA,2255 Village Walk Dr,Henderson,NV,89052,Due & Proper,114,3.5,business,1,0,1,1,0,0,1,1,0,1,0,0,1,0, 2,1,2,2,0,4,0,0,0,0,0,0,1,1
oQi2rgl-ajKDoTAaceLBag,"Green Valley Ranch Station Casino, 2312 Paseo Verde Pkwy",Henderson,NV,89052,Tides Oyster Bar,76,3.0,business,1,0,1,1,0,1,1,0,0,1,1,1,1,1, 2,1,2,0,0,3,0,0,0,0,0,0,0,0
e68THiw_OdrpkEtuCDiM_w,"10890 S Eastern Ave, Ste 108",Henderson,NV,89052,RibCage,28,4.0,business,0,0,1,1,1,1,1,1,0,1,0,1,0,1, 2,1,1,0,0,2,0,0,0,0,0,0,0,0
f5AenP5rsrnLo9tKtenIew,5479 S Rainbow Blvd,Las Vegas,NV,89118,Cheng's Express,27,2.5,business,0,0,1,1,0,1,0,0,1,1,1,1,1,1, 1,1,0,0,0,2,0,0,0,0,0,0,0,0
Sfc8Haz2Yri8Mo1L0E0TsA,6530 S Decatur Blvd,Las Vegas,NV,89118,Chicken Bonz,52,3.0,business,0,0,1,1,0,1,1,0,0,1,0,1,1,1, 2,1,1,2,0,3,0,0,0,0,0,0,0,0
G6vCAStneBwBlQDE02dHdQ,4505 S. Maryland Pkwy.,Las Vegas,NV,89154,Starbucks,4,1.5,business,1,0,1,0,0,0,0,1,0,0,0,1,0,0, 1,0,0,2,0,4,0,1,0,0,0,0,0,0
tv4nFQ-1a8Lm9B-tIpBjyg,"5255 S Decatur Blvd, Ste 118",Las Vegas,NV,89118,Shin Yakitori House,8,3.5,business,0,0,1,1,0,1,0,0,0,1,1,1,1,0, 2,0,2,0,0,2,0,0,0,0,0,0,0,0
DZbFhPkHiGFFRTVL8m7sYw,"10720 S Eastern Ave, Ste 100",Henderson,NV,89052,Bon Chef Cafe,85,4.0,business,0,0,1,1,1,1,0,0,1,1,1,1,1,1, 2,1,1,2,0,6,0,0,0,0,0,0,0,0
ow5ku7hfMqU94mylTd3WlQ,"1000 S Rampart Blvd, Ste 15",Las Vegas,NV,89145,Vivido Gelato,117,4.0,business,1,0,1,1,0,0,0,1,0,0,0,1,0,1, 1,0,0,2,0,5,0,1,0,0,0,0,0,0
Lknr71asiqMW2mebCk7PlQ,Sage Park Dr,Las Vegas,NV,89135,Starbucks,13,3.5,business,1,0,1,0,0,0,0,1,0,0,0,1,0,1, 1,0,0,2,0,2,0,1,0,0,0,0,0,0
PQQQKu5lD8F0Rg9MxrGcgQ,"4640 Paradise Rd, Ste 11",Las Vegas,NV,89109,The Buffalo,23,3.5,business,0,0,1,1,0,0,1,0,0,1,0,0,0,1, 1,0,2,0,1,3,0,0,0,0,0,0,1,1
OMbjJPku6q8dmkgpXC7vtQ,"Hard Rock Hotel and Casino, 4455 Paradise Rd",Las Vegas,NV,89109,AJ's Steakhouse,13,3.5,business,0,0,1,1,0,0,0,0,0,1,1,0,1,2, 3,0,2,0,0,2,0,0,0,0,0,0,0,0
dGuVYsA5DMCm_TjSbX6x7g,9711 S Eastern Ave,Las Vegas,NV,89183,Windy City Beefs N Pizza,342,4.0,business,1,0,1,1,1,1,1,1,1,1,1,1,0,0, 1,1,1,2,0,3,0,0,0,1,0,0,0,0
XjsCGzq5P1pCiAHotA9HCw,"8878 S Eastern Ave, Ste 104",Las Vegas,NV,89123,Round Table Pizza,12,4.0,business,0,0,1,0,1,1,1,0,1,1,0,1,0,1, 2,1,1,0,0,2,0,0,0,1,0,0,0,0
MzY9iRdF1pF4yEsj-XiAqg,4335 N Rancho Dr,Las Vegas,NV,89130,The Love Store,21,4.0,business,0,0,1,0,0,0,0,0,0,0,0,0,0,1, 3,0,0,0,0,7,0,0,0,0,0,0,0,1
FTVDICd-uxoEGYh4pU0pcw,"11165 S Eastern Ave, Ste 100",Henderson,NV,89052,Joey's NY Pizza,83,3.5,business,1,0,1,0,1,1,1,1,1,1,0,1,0,1, 2,1,0,0,0,2,0,0,0,1,0,0,0,0
mvvh-raAmdM5UbLUoKnnAg,"10100 S Eastern Ave, Ste 130",Henderson,NV,89052,Inaka Sushi,87,3.0,business,0,0,1,1,0,1,1,0,0,1,0,1,1,1, 2,1,1,0,0,4,0,0,0,0,0,0,0,0
SHDpSpDjX5tiQQrKKryNkg,"2235 Village Walk Dr, Ste 157",Henderson,NV,89052,Kennedy Tavern,16,3.5,business,0,0,1,1,0,0,0,1,0,1,1,1,1,1, 2,0,2,0,0,4,0,0,0,0,0,0,0,0
jgC4ktSSEEsFT6AmekbvsQ,9090 Alta Dr,Las Vegas,NV,89145,SC Prime Steakhouse,54,3.5,business,1,0,1,0,0,0,1,0,0,1,1,0,1,0, 3,1,2,0,0,2,0,0,0,0,0,0,0,0
rq5dgoksPHkJwJNQKlGQ7w,"750 S Rampart Blvd, Ste 9",Las Vegas,NV,89145,Sambalatte Torrefazione,704,4.0,business,1,0,1,1,0,1,0,1,0,1,0,1,0,1, 1,2,0,2,0,6,0,1,0,0,0,0,0,0
uBCRRQJ4ukFaE_UyY6T1uQ,"Mandalay Bay Hotel and Casino, 3950 Las Vegas Blvd S",Las Vegas,NV,89119,China Grill,131,3.5,business,0,0,1,1,0,0,1,0,0,1,1,0,1,1, 3,3,2,0,0,2,0,0,0,0,0,0,0,0
UZDoRmJzWquqy7jstth1FA,"3000 Paradise Rd, Westgate",Las Vegas,NV,89109,Pizza Hut,5,2.0,business,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
kXxSkjIByGp4X6-FIO8_Qw,8175 Arville St,Las Vegas,NV,89139,The Diner at LVM Resort,112,4.5,business,1,0,1,0,0,1,1,0,0,1,0,1,1,1, 1,1,0,0,0,4,0,0,0,0,0,1,0,0
IFj5l46-o-DWiJNexOAm3w,"10895 S Eastern Ave, Ste 130",Henderson,NV,89052,Yalla Mediterranean Grill,76,4.0,business,1,0,1,1,1,1,0,1,0,1,0,1,0,1, 1,1,0,2,0,6,0,0,0,0,0,0,0,0
GG9VcABDC1hDFnjVi6q5Fw,7050 Durango Dr,Las Vegas,NV,89113,Starbucks,67,2.5,business,1,0,1,0,0,0,0,1,0,0,0,1,0,0, 1,0,0,2,0,2,0,1,0,0,0,0,0,0
